ID,max_int_x,max_int_y,var_x,var_y,r2_x,r2_y
7873.0,2651.4215471305006,2384.402799992533,0.015942843768762347,1.6948080467526137,0.4392556157114876,0.9683499775597546
12547.0,975.3953400212722,1376.7100942585662,2.3178750031609336,0.009580668246325435,0.9507010307561131,0.44971988915661737
13066.0,3614.149293887245,5315.8204281534345,1.4635077870630175,0.00880998157517741,0.9564249415107924,0.5411571899821397
23114.0,2.3397639946864133,1199.4233985994183,0.13664986225581188,0.8196382381189852,0.0074896689249192355,0.6261121298490279
23342.0,1126.6464578712425,1153.4069688077411,1.5988400563770186,2.049386136707077,0.8764721524398601,0.9073897940643849
34410.0,986.1442231483992,9.253504418210737e-10,1.8767942145604497,1.0000000025799305,0.984745839232053,0.025921367199897058
41545.0,987.4447119305804,9.56060378001826e-07,2.174516770284133,1.0000088902610373,0.990620199294176,0.02855675549255546
41285.0,0.35222351563864673,5731.999263858156,1.1887590889825348,1.8800173483452922,0.0333391370157367,0.9861910571414719
45413.0,933.3671823476145,961.1685001132452,2.237258260484607,1.9702825424074524,0.9885001707907773,0.9952636906198788
52218.0,1769.2261500741333,1710.3273507852805,1.937315044830357,1.955387163678121,0.9931711027498329,0.9940971882920975
57124.0,1560.7983756447695,1614.0460720435924,1.997305195829194,0.0070396451302845685,0.9920318185780949,0.45712397713920677
57307.0,916.974183441493,912.8053682175358,1.8033820266587277,1.9088305093291786,0.9888385393741241,0.9686956638566111
59517.0,1660.3324033214944,1626.0005913669393,1.9922110556166948,1.847969428526184,0.984386155964549,0.9882867549940498
62831.0,8.997520564557043,1608.2255797688622,0.12288999996865707,2.2445853608385717,0.015954060694989947,0.9534678429995467
67202.0,1473.3906262947203,1441.356295383101,1.9586352806779599,1.807944107378839,0.989549682745225,0.9896920780901953
68127.0,7654.424394016365,6148.735655360174,0.007967672456258752,0.010565550293391748,0.42365741187409406,0.4259427688450303
70522.0,2968.982578832364,3090.3148383731946,1.7097931580004853,2.0213543018297493,0.9808736569688947,0.9910737506819745
73869.0,4127.124738897322,3318.7995596625633,0.007963686477364108,1.693601012715833,0.4483405686527,0.9900060039245798
74842.0,3.2459982442413264,1382.4329538671489,0.07790997129514923,1.8667941816585352,0.00786257465796593,0.9745473760079225
84103.0,1502.506280982466,1498.6157001964898,2.1650503389776485,2.0528072333722145,0.9944937304322402,0.9894842931222736
85595.0,2724.4117918498473,2910.21637001168,1.9230818065655049,0.01714852796759474,0.9941067089247773,0.44980411966092865
85457.0,2797.909287600571,2869.7831030399657,2.0867414352780465,2.054443350772383,0.9948014700318598,0.9913050118185074
