ID,r2
45413.0,0.11858632661579452
52218.0,0.8816652516492182
57307.0,0.05580564152874448
59517.0,0.5009925409646755
67202.0,0.7727299232970086
70522.0,0.2227478774940148
84103.0,0.12631871960877708
85457.0,0.21821435075266066
88988.0,0.15682730006150922
92163.0,0.11112094093653306
94177.0,0.17024978076330038
94734.0,0.2779053588417101
95763.0,0.7080032687048535
102852.0,0.6398762144251706
111715.0,0.03307930777750412
126362.0,0.0034314808665435945
126947.0,0.6390248510963715
131475.0,0.8820994051032156
134240.0,0.023012873332651264
139364.0,0.9275041205448143
139852.0,0.4878682061367462
142448.0,0.11648394853891188
142991.0,0.13895598786299218
147734.0,0.2070501457795967
150068.0,0.09943747242082818
153304.0,0.9597443890534658
153824.0,0.9064128774574232
155961.0,0.03357246793012183
156168.0,0.002277948343050632
156805.0,0.4526068348424804
158415.0,0.9445105138356118
159766.0,0.8618002054486411
160541.0,0.02630654235161977
160816.0,0.21326882857866047
161447.0,0.04128537069512837
163362.0,0.5243188949776665
164277.0,0.14492197536730905
165399.0,0.8440784830795075
165462.0,0.6061537227746104
165975.0,0.006439265589512572
165964.0,0.0004619777090637138
167627.0,0.05622259331005807
172157.0,0.13778719267796616
173430.0,0.939436392542063
174087.0,0.1710337095068585
175445.0,0.5870593389655443
178548.0,0.024889309844363744
179134.0,0.437991427826062
179140.0,0.17323768169775386
181417.0,0.8696293814994146
184820.0,0.11856139218882837
185066.0,0.40128329984237077
189010.0,0.5721006507714227
189371.0,0.16106741714112935
191615.0,0.5235176378708174
191514.0,0.21247879274093914
192910.0,0.9441682663250357
193144.0,0.5276705894074959
197397.0,8.250444610612168e-05
198105.0,0.011136480632927326
198786.0,0.9650866705378105
199863.0,0.04286655182966119
200964.0,0.0002447813806572795
203860.0,0.16927700740005833
204721.0,0.0003455763196727862
211603.0,0.00036359524741650084
212368.0,0.869308963717128
213264.0,0.17358886891880226
213863.0,0.01317244002854009
215385.0,0.1497661401160643
216271.0,0.9410260443109113
217227.0,0.9735857648431105
217820.0,0.20302843515792124
219587.0,0.15139366282893332
222520.0,0.8054375392023436
224320.0,0.2592950753895024
225280.0,0.9630387761478298
226576.0,0.9113131655506852
226553.0,0.060932486949886754
226624.0,0.038396892913136596
228679.0,0.1300721779710782
229514.0,0.6200992213019524
229920.0,0.32094353296292094
230179.0,0.005468330709544879
230729.0,0.5126320619163889
233276.0,0.9466121533972643
238731.0,0.04714675367691815
239391.0,0.025559241100297753
239500.0,0.04331322719973974
240692.0,0.953055323022398
240559.0,0.7266688159350334
242124.0,0.04890187974295825
242982.0,0.872600813396046
243910.0,0.07501733838640572
244385.0,0.8408289637172108
246302.0,0.9341373663411751
249389.0,0.2871554892310543
250376.0,0.15850067281502034
250635.0,0.5320487434535025
5000204.0,0.971924649851319
255369.0,0.5758345453505582
255760.0,0.4103898051023474
256487.0,0.40707585301683996
258804.0,0.7501423696281856
259361.0,0.6621373940061015
259549.0,0.1842372627210138
260871.0,0.025916634920858016
261474.0,0.041694536195199854
263713.0,0.39442534730856793
264636.0,0.9825288239281476
274463.0,0.18552192149312524
276979.0,0.9722572453333688
280856.0,0.5721736117034698
286494.0,0.2527119483905165
286414.0,0.7825233172528246
286498.0,0.019211650647975656
287809.0,0.6546594045183445
289308.0,0.9091029061644074
290178.0,0.9448026517307413
290303.0,0.6597133431323188
290250.0,0.03903669410402278
290499.0,0.9717513257003133
291719.0,0.2138942098411709
291834.0,0.19457841293521871
292314.0,0.9551794770387404
292391.0,0.016481851166166114
293146.0,0.39643224382762465
295089.0,0.014612678345779336
5000332.0,6.34234016106236e-05
299194.0,0.0011357224892014524
299261.0,0.7774762794600804
300354.0,0.8296987918114339
301155.0,0.9764176475006902
302004.0,0.00300169631475417
302768.0,0.08817070079096057
304111.0,0.029855182937381937
308189.0,0.02692913960860596
309080.0,0.021928022167035155
309138.0,0.2709036546171206
309143.0,0.08614409472436636
311588.0,0.9436461709638543
311882.0,0.01637912182604569
313979.0,0.957170115095147
317480.0,0.7543724474407727
318508.0,0.7867032343106163
319051.0,0.8130641757466665
319574.0,0.032248932275410154
321396.0,0.31757666332069134
323295.0,0.307802545048969
323387.0,0.00196403873612793
323846.0,0.0250744134598272
324595.0,0.8204107475958804
324520.0,0.4123644616829298
325771.0,0.3710175279526546
326545.0,0.25908612496571426
326808.0,0.052468876104252694
330958.0,0.7885615191748382
331272.0,0.34741472877929336
331830.0,0.4974337519045499
334422.0,0.6200977884120669
335622.0,0.0030977185274566788
335792.0,0.018920044626270036
335798.0,0.9666179723131293
337054.0,0.4956460837300407
338048.0,0.9908004375148296
340191.0,0.4034449748222315
340968.0,0.15350026514692927
341341.0,0.1619434665333505
343222.0,0.029661668920519517
343360.0,0.007304955680290142
343994.0,0.8521563798826219
344275.0,0.804861451881902
345084.0,0.937163466208434
345235.0,0.09947236690134008
345758.0,0.026663577491298676
346779.0,0.005202678749728395
347170.0,0.5872697433392444
347265.0,0.9764447329165599
5000548.0,0.5433278455217486
349489.0,0.2948146421885556
349844.0,0.417543661366555
350482.0,0.11610908112085645
350804.0,0.015097771909390503
351285.0,0.5799042546304322
351606.0,0.0018094516909933072
351561.0,6.449255418627455e-05
351501.0,0.9001588092627456
352763.0,0.5996482554119714
352884.0,0.3912569578171978
354577.0,0.7926734801873001
354757.0,0.5321508160221399
354771.0,0.29148203656177374
357131.0,0.9929234847337137
358989.0,0.2169184574658277
360190.0,0.932485707228813
360824.0,0.46617670631037805
361027.0,0.963917401898407
361611.0,0.5697237688013588
363463.0,0.9463773954770467
363623.0,0.9906973298759406
367343.0,0.9513140291776095
369115.0,0.008850410746033691
370072.0,0.16016356122017286
370734.0,0.05032404145990301
370807.0,0.6901913406406367
370809.0,0.07001170949933525
371145.0,0.20140944812408784
371410.0,0.5861992138570973
374525.0,0.6747648008920478
374764.0,0.0051412104108787505
374863.0,0.3525147694621035
376157.0,0.06241353608302705
376363.0,0.07786523717486442
376809.0,0.09659781020626576
377150.0,0.06328424154085364
378551.0,0.6840169324444849
378786.0,0.536035979674671
379048.0,0.16866948391310915
379149.0,0.00173315820146276
380048.0,0.048871890376330177
380031.0,0.02017168348231933
380405.0,0.3023550364782602
381677.0,0.0021746548700372296
382533.0,0.012372246564016833
382776.0,0.021340876282856792
383414.0,0.6672731059474158
384620.0,0.7058866571568808
385309.0,0.6173869981736773
386901.0,0.00029915589181256906
387762.0,0.0007272771472978493
388994.0,0.8172809353467704
389920.0,0.24635283431978744
392081.0,0.9392840704910985
392869.0,0.8191323230759707
392978.0,0.09646924550485571
393262.0,0.48397476269222334
396379.0,0.0011218244323343116
397451.0,0.04727718238143313
397730.0,0.5122462722636786
398522.0,0.12375569857626086
398578.0,0.14766310130029434
